,Fall_Allegheny_1,Fall_Allegheny_2,Fall_Allegheny_3,Fall_Braddock_1,Fall_Braddock_2,Fall_Braddock_3,Fall_Control_1,Fall_Control_2,Fall_Control_3,Fall_Monongahela_1,Fall_Monongahela_2,Fall_Monongahela_3,Fall_Neville_1,Fall_Neville_2,Fall_Neville_3,Fall_Sharpsburg_1,Fall_Sharpsburg_2,Fall_Sharpsburg_3,Fall_Sharpsburg_4,Spring_Braddock_1,Spring_Braddock_2,Spring_Control_1,Spring_Monongahela_1,Spring_Monongahela_2,Spring_Neville_1,Spring_Sharpsburg_1,Summer_Allegheny_1,Summer_Braddock_1,Summer_Braddock_2,Summer_Monongahela_1,Summer_Neville_1,Summer_Neville_2,Summer_Sharpsburg_1,Summer_Sharpsburg_2,Winter_Allegheny_2,Winter_Allegheny_3,Winter_Braddock_1,Winter_Braddock_2,Winter_Braddock_3,Winter_Control_2,Winter_Monongahela_1,Winter_Monongahela_2,Winter_Monongahela_3,Winter_Neville_1,Winter_Neville_2,Winter_Neville_3,Winter_Sharpsburg_1,Winter_Sharpsburg_2,Winter_Sharpsburg_3,
Spring_Neville_1,0.9758666081614743,0.9694280078895463,0.9767681982447083,0.9648206990467544,0.963857750289911,0.9631556133506719,0.9874583578287282,0.9927431059506531,0.9893805309734514,0.9894133215703573,0.9831982605257956,0.9679372197309417,0.9720725134737873,0.9746712128592304,0.9818305700658642,0.9711807498601007,0.9618616677440207,0.9650525354042943,0.961225466730493,0.7474369406021155,0.6362366092221705,0.9937520552449852,0.468870099923136,0.7180102367242482,0,0.5990901336366221,0.7564629847238543,0.7359359844810863,0.8166405842462181,0.782435129740519,0.6858721389108129,0.7205486162135685,0.659695326620191,0.6598877980364657,0.7941176470588236,0.7700673226307613,0.9863294600136705,0.8207236842105263,0.8279733009708738,0.9658449658449658,0.8688421713209915,0.8176612417118746,0.7858533419857235,0.7770547119787901,0.7822076762868194,0.7532904805632078,0.8813174332765474,0.872822299651568,0.8342914271432142,
Spring_Sharpsburg_1,0.9682296231375986,0.9772231645262903,0.9767501277465509,0.9667714414009879,0.9651340996168583,0.972310969116081,0.9867704280155642,0.9923899629781983,0.9837427107262767,0.9881812212738017,0.979933110367893,0.9707446808510638,0.9721009218825812,0.979106628242075,0.9815398469158036,0.9663608562691132,0.9744617982271,0.9794642857142857,0.9735238987816307,0.7740811153358682,0.7466524973432518,0.9938351719662557,0.5822337417530632,0.7606153846153846,0.5990901336366221,0,0.8017942248388001,0.7821047751506722,0.8207109737248841,0.8067410281280311,0.7638684339715267,0.7857472324723247,0.7709654686398872,0.7469618055555556,0.8276409849086577,0.8001502629601803,0.9705580280725778,0.8496192893401016,0.8415430267062315,0.9767644496079001,0.8722548716362512,0.8124625524266027,0.8028481012658228,0.8057436376371703,0.7919345412039742,0.7697368421052632,0.8273932253313696,0.8658571841572709,0.8076533198175367,
Summer_Allegheny_1,0.9448094612352168,0.9427458033573142,0.9528779253636939,0.9339879978177851,0.9312145289443814,0.9325581395348838,0.9747899159663865,0.973388671875,0.9683802529579764,0.9536617842876165,0.9533908179911442,0.9321438226547716,0.9417562724014337,0.9519740718915733,0.9645850229791836,0.9291784702549575,0.938041815400306,0.9538710547612624,0.9288204532248693,0.8627704229899903,0.7877446411929171,0.9911986588432523,0.793244162321469,0.8691244239631336,0.7564629847238543,0.8017942248388001,0,0.7396351575456053,0.7535301668806161,0.7144160583941606,0.6925624811803673,0.7625879805089334,0.6711566617862372,0.6680650235972732,0.8220820189274448,0.8465653153153153,0.9765486725663717,0.8644461657629745,0.8858035404373481,0.9723937522702506,0.8906426155580609,0.8614206128133705,0.8486768542676109,0.8672815782731232,0.8754494932984636,0.8347529812606473,0.9365901002911678,0.875304771856496,0.8919889502762431,
Summer_Braddock_1,0.9340588988476313,0.9412731970871506,0.9572296476306197,0.9266578831796223,0.9269949066213922,0.9278372141808265,0.9690373428410584,0.9752964426877471,0.9625365183021137,0.9431646932185145,0.9419841423322375,0.9249890972525077,0.9405012883579292,0.9382167095717294,0.9463307776560789,0.930269837029121,0.9369834710743802,0.9411508282476024,0.9356898517673888,0.8433040219114891,0.7693073248407644,0.9943586698337292,0.7667775386421444,0.814046061984646,0.7359359844810863,0.7821047751506722,0.7396351575456053,0,0.5579602727542248,0.5976299488284407,0.5553745928338762,0.6330952967249446,0.7450534455310439,0.7419555740087191,0.8818785578747628,0.8902732240437159,0.9811262376237624,0.8745684695051783,0.8999737463901286,0.9774496644295302,0.8942632170978628,0.8494856524093124,0.8649930264993027,0.863904080774085,0.9002239363025628,0.879837067209776,0.9385572139303483,0.9073208722741433,0.8834451901565996,
Summer_Braddock_2,0.9440097799511002,0.9486827661909989,0.9591131586524618,0.9276985743380856,0.9279144385026739,0.9326113116726835,0.9720503520375506,0.9726589200273411,0.9660559305689489,0.9522277227722772,0.9523705483941446,0.9332998996990973,0.9387586206896552,0.9519543973941368,0.9579026972523317,0.9288702928870293,0.9487179487179487,0.9524048096192385,0.9494603843116609,0.8470108269260945,0.8164624973135611,0.9929420505200595,0.836435070306038,0.858886573384936,0.8166405842462181,0.8207109737248841,0.7535301668806161,0.5579602727542248,0,0.6002471424158171,0.6660924490381854,0.7167675704132667,0.8273189634294018,0.8254799301919721,0.90480065093572,0.9084821428571429,0.9809190031152648,0.8779472954230236,0.9220858895705522,0.9751390251880929,0.8973924822214697,0.8496942388155777,0.8838815789473684,0.8758029978586723,0.9191685912240185,0.8946274859008608,0.9388297872340425,0.9228658536585366,0.8986727922409392,
Summer_Monongahela_1,0.9368301026225769,0.9316611210647556,0.9540169133192389,0.9198482333412379,0.9214501510574018,0.9194934418815016,0.9702713487629688,0.9715981348028826,0.9613983976693372,0.9414758269720102,0.9406185567010309,0.9219043151969981,0.9311224489795918,0.9346173340091232,0.9525035095928872,0.9300495482366657,0.9344552701505757,0.9320273778616945,0.936441717791411,0.886653155761436,0.8323353293413174,0.9937397034596376,0.7944264943457189,0.8722894959166432,0.782435129740519,0.8067410281280311,0.7144160583941606,0.5976299488284407,0.6002471424158171,0,0.6009534492428492,0.6742886178861789,0.7418102402329532,0.7506544502617801,0.9036536536536537,0.9013432144511347,0.9897610921501706,0.884351620947631,0.9244283324037925,0.9770453207769276,0.9090633525310701,0.8805372963703916,0.8963072378138848,0.8868877663079289,0.9278593913955928,0.8921274856987197,0.9576046634870164,0.9337001375515819,0.9169960474308301,
Summer_Neville_1,0.9233716475095786,0.939940682155215,0.9545687885010267,0.9197316678232709,0.9174747674648723,0.9229583975346687,0.9709381704700605,0.9743960355151765,0.9636687444345503,0.9401265250790781,0.9366396761133603,0.9180252583237658,0.9344059405940595,0.9290850483511034,0.9431530494821634,0.93681550126369,0.9296111231805344,0.9350470507229746,0.9351364289133557,0.8302112992656976,0.7444748474005473,0.993968253968254,0.7440660474716203,0.8171228887594641,0.6858721389108129,0.7638684339715267,0.6925624811803673,0.5553745928338762,0.6660924490381854,0.6009534492428492,0,0.5984231274638634,0.6333161423414131,0.6758839528558477,0.872335089039378,0.8577809120827457,0.9864864864864865,0.8679129635304934,0.887706524782974,0.9745859508852085,0.9021578480638487,0.8542199488491049,0.8565914489311164,0.8550916721890877,0.8883597883597883,0.839300582847627,0.9265641569459173,0.9062756919704028,0.8879310344827587,
Summer_Neville_2,0.961626218626841,0.9710772033705306,0.9690869877785766,0.9538757206918642,0.9479416651282998,0.9589430894308943,0.9782850779510023,0.9831702544031311,0.979757085020243,0.9730745147150908,0.9679969879518072,0.9542857142857143,0.9627087622969572,0.9703418609916232,0.9751275510204082,0.9601139601139601,0.9648664926721542,0.9706131078224102,0.9641275465013286,0.8531258920924921,0.7451377633711507,0.9943770346256289,0.7382094324540367,0.7779078273591806,0.7205486162135685,0.7857472324723247,0.7625879805089334,0.6330952967249446,0.7167675704132667,0.6742886178861789,0.5984231274638634,0,0.6570318192858877,0.6586389748121961,0.8900634249471459,0.8740871874308476,0.9789864029666254,0.8733486502010339,0.903705636743215,0.9722894807640571,0.8927267621454648,0.8585587998928476,0.8688660937066814,0.8601516427969671,0.9007690399404614,0.8660668380462725,0.9457861015278463,0.9283900457084815,0.8872080088987764,
Summer_Sharpsburg_1,0.9497360084477297,0.9461936090225564,0.9508478741705578,0.9414835762453774,0.9411324985983929,0.9500722096141944,0.972972972972973,0.9766105054509415,0.9705630669176792,0.9674624973589689,0.9624904798172125,0.9472329472329473,0.9483644859813084,0.951706524262828,0.9636363636363636,0.9434863358981163,0.9382383419689119,0.948695652173913,0.9404653284671532,0.876439202471216,0.7888735993709456,0.9943215780035863,0.6740553092674688,0.8226970425923306,0.659695326620191,0.7709654686398872,0.6711566617862372,0.7450534455310439,0.8273189634294018,0.7418102402329532,0.6333161423414131,0.6570318192858877,0,0.49501495513459626,0.8630966803973831,0.8648102402874467,0.9835301429459291,0.8750722961249278,0.8888296454278859,0.9759329367225528,0.8970380818053596,0.8746340165025286,0.8660689268702718,0.861346316680779,0.8679536679536679,0.8554248366013072,0.9379534650988242,0.9024901703800786,0.8836216580543698,
Summer_Sharpsburg_2,0.9535104364326376,0.9507409726570654,0.9568516912402428,0.9427174975562073,0.9415174765558397,0.9453081101329837,0.9758174386920981,0.9810680478656904,0.9709667294413057,0.9639312977099237,0.960617626648161,0.9466563587166602,0.9517771773020162,0.9562435500515996,0.9668540414809071,0.9498607242339833,0.9399326347305389,0.9524737047136735,0.9405637254901961,0.8366013071895425,0.7426374038641905,0.9951131687242798,0.6413779370768617,0.7640167364016737,0.6598877980364657,0.7469618055555556,0.6680650235972732,0.7419555740087191,0.8254799301919721,0.7506544502617801,0.6758839528558477,0.6586389748121961,0.49501495513459626,0,0.8539522662579374,0.844311377245509,0.9859042553191489,0.8676545733265202,0.883357041251778,0.9806922533553096,0.9050664043285784,0.8569374550682962,0.856751370204285,0.8392472064301117,0.8463334890238207,0.839622641509434,0.9293222992619101,0.9118729866543949,0.8771393643031785,
Winter_Allegheny_2,0.9849038227416606,0.9769316286826014,0.98861646234676,0.9729456384323641,0.9740451572061617,0.9734068040249162,0.9941822882999354,0.9963159106608335,0.9951793289625916,0.9918518518518519,0.9893385552654482,0.9808790663024584,0.9868457111537408,0.9830090435735818,0.9913924050632912,0.9804299005453962,0.9789598108747045,0.9740458015267176,0.9795430393198725,0.854551241247613,0.8050412670086995,0.9925255704169945,0.8226569217540842,0.8514669926650367,0.7941176470588236,0.8276409849086577,0.8220820189274448,0.8818785578747628,0.90480065093572,0.9036536536536537,0.872335089039378,0.8900634249471459,0.8630966803973831,0.8539522662579374,0,0.4844919786096257,0.9370960792761741,0.7033613445378151,0.6729783037475345,0.9211573236889693,0.7541115122342559,0.661977334896444,0.6045611015490533,0.5760971055088702,0.5312627707396813,0.5441955193482688,0.8101659751037344,0.7136882129277566,0.7008733624454149,
Winter_Allegheny_3,0.9854488471009626,0.9800756620428751,0.9891734882492739,0.9761684405367885,0.9752892724063542,0.9750826901874311,0.9954073482428115,0.9974522292993631,0.9962182603997839,0.9922937443336355,0.9893037336024217,0.981532147742818,0.9890438247011952,0.9850523168908819,0.9930507296733843,0.9821787870077608,0.9806226866971478,0.9757632253553951,0.9810954920019389,0.8156328320802005,0.7816826411075612,0.9934595524956971,0.7898881060920017,0.8094590510728317,0.7700673226307613,0.8001502629601803,0.8465653153153153,0.8902732240437159,0.9084821428571429,0.9013432144511347,0.8577809120827457,0.8740871874308476,0.8648102402874467,0.844311377245509,0.4844919786096257,0,0.955719557195572,0.7553229880909419,0.7205629934775146,0.9316730523627075,0.8054407713498623,0.7039698836413415,0.6241892407478062,0.56160792309933,0.5827363896848137,0.5358869468203793,0.7950585999366487,0.7685733070348455,0.7070245573957739,
Winter_Braddock_1,0.988962472406181,0.997338065661047,0.9921104536489151,0.9912146676852559,0.9912049252418645,0.9911940824233885,0.9981487195310089,0.9979536152796725,0.9984143763213531,0.995850622406639,0.9946990957280948,0.9902145276627776,0.9973568281938326,0.9920774647887324,0.9933228593872742,0.9936998854524628,0.9979253112033195,0.991112828438949,0.995433789954338,0.9811287477954145,0.983733539891557,0.9947089947089947,0.9877714000499127,0.9814505347593583,0.9863294600136705,0.9705580280725778,0.9765486725663717,0.9811262376237624,0.9809190031152648,0.9897610921501706,0.9864864864864865,0.9789864029666254,0.9835301429459291,0.9859042553191489,0.9370960792761741,0.955719557195572,0,0.9381377551020408,0.9491617090319091,0.9438810006761326,0.8958060288335518,0.8791270285394516,0.9218934911242603,0.9538971807628525,0.9140429785107447,0.9235,0.9334741288278775,0.8845935190449119,0.9272869429241595,
Winter_Braddock_2,0.9796969696969697,0.9710507505360972,0.9859101294744859,0.9667194928684628,0.9674465920651069,0.9676941315945465,0.9934912783129394,0.9960485464295794,0.9947560419516643,0.9889060092449923,0.985480464625132,0.9668335419274092,0.9838539838539838,0.978939978939979,0.9898412698412699,0.972318339100346,0.9746355685131195,0.9680511182108626,0.9729638391348429,0.8993288590604027,0.8683229813664597,0.9890804597701149,0.8737653577451217,0.9068707261478346,0.8207236842105263,0.8496192893401016,0.8644461657629745,0.8745684695051783,0.8779472954230236,0.884351620947631,0.8679129635304934,0.8733486502010339,0.8750722961249278,0.8676545733265202,0.7033613445378151,0.7553229880909419,0.9381377551020408,0,0.5687150837988827,0.8900763358778626,0.6439081812831078,0.5880452342487883,0.611490329920364,0.6931070315206096,0.6977611940298507,0.6647398843930636,0.843558282208589,0.7796690307328605,0.7544444444444445,
Winter_Braddock_3,0.9812744550027949,0.973667100130039,0.9872589531680441,0.969414506262744,0.9695961995249406,0.9715613891167624,0.9939305656712795,0.9963360376864695,0.9950686106346484,0.9897814362759012,0.9864731923266109,0.9762653703174149,0.9852894147745443,0.98081228014071,0.9906651108518086,0.9752895752895753,0.9765372168284789,0.9715625916153621,0.9752857584182886,0.8882225553889722,0.8598726114649682,0.9905847373637264,0.8755959137343927,0.901665095821552,0.8279733009708738,0.8415430267062315,0.8858035404373481,0.8999737463901286,0.9220858895705522,0.9244283324037925,0.887706524782974,0.903705636743215,0.8888296454278859,0.883357041251778,0.6729783037475345,0.7205629934775146,0.9491617090319091,0.5687150837988827,0,0.8968147151188874,0.6765761148129165,0.6788154897494305,0.5823774765380605,0.7244962216624685,0.6251679355127631,0.6117432862994994,0.8223657650383529,0.7808102345415778,0.7732479784366577,
Winter_Control_2,0.9857054070851461,0.9978339350180505,0.9937106918238994,0.9913738019169329,0.9887554306158958,0.9943469205593574,0.998402981101943,0.996222028480093,0.9986046511627907,0.998108448928121,0.9973190348525469,0.9940251572327043,0.9931482149296791,0.9935437589670014,0.9944480731548008,0.9973533303925893,0.9982394366197183,0.9906391220142027,0.9979522184300341,0.975415174210355,0.9807692307692307,0.9914738124238733,0.9808292465448061,0.9799413670729825,0.9658449658449658,0.9767644496079001,0.9723937522702506,0.9774496644295302,0.9751390251880929,0.9770453207769276,0.9745859508852085,0.9722894807640571,0.9759329367225528,0.9806922533553096,0.9211573236889693,0.9316730523627075,0.9438810006761326,0.8900763358778626,0.8968147151188874,0,0.8827411167512691,0.9104671280276817,0.9185938945420906,0.9318975552968568,0.9024489795918367,0.9132736156351792,0.9203916560238399,0.9059602649006623,0.9258649093904449,
Winter_Monongahela_1,0.980126467931346,0.9770642201834863,0.9863996977710616,0.9672544080604534,0.9678725018972932,0.9709165687426558,0.9950866304628911,0.9963524130190797,0.9950079419105968,0.9892835272504593,0.9858230506694671,0.9673608952440161,0.9885496183206107,0.9794425087108014,0.9902239041311889,0.9751924721984602,0.9786312445856195,0.9708676377454085,0.9772651287194918,0.9086579350229631,0.8879436071949441,0.9943470887507067,0.9009831460674157,0.9213519141438411,0.8688421713209915,0.8722548716362512,0.8906426155580609,0.8942632170978628,0.8973924822214697,0.9090633525310701,0.9021578480638487,0.8927267621454648,0.8970380818053596,0.9050664043285784,0.7541115122342559,0.8054407713498623,0.8958060288335518,0.6439081812831078,0.6765761148129165,0.8827411167512691,0,0.5780409041980624,0.6783029001074115,0.7402856193955496,0.6660341555977229,0.6492501209482342,0.7813932172318974,0.737378640776699,0.7258003766478343,
Winter_Monongahela_2,0.9807427785419532,0.973188637089052,0.9864910503208375,0.969054441260745,0.9692992734942583,0.9703583939638911,0.9932950191570882,0.9956162970603404,0.9944926922262233,0.9891061452513966,0.9859325733689062,0.9691305579156047,0.9846105527638191,0.980213567839196,0.9899569583931134,0.9746883264072534,0.9760956175298805,0.9723502304147466,0.974802671523983,0.868995633187773,0.8407960199004976,0.9840116279069767,0.8478510687198345,0.8840006330115524,0.8176612417118746,0.8124625524266027,0.8614206128133705,0.8494856524093124,0.8496942388155777,0.8805372963703916,0.8542199488491049,0.8585587998928476,0.8746340165025286,0.8569374550682962,0.661977334896444,0.7039698836413415,0.8791270285394516,0.5880452342487883,0.6788154897494305,0.9104671280276817,0.5780409041980624,0,0.535827186512118,0.6472523856531753,0.5766257389722601,0.5501165501165501,0.7616472545757071,0.6695533272561531,0.6487769258853596,
Winter_Monongahela_3,0.9770682148040639,0.9683995922528033,0.9823168531216168,0.9645454545454546,0.9656610252636743,0.9647326507394767,0.9907175112895132,0.9929501084598699,0.9922754358861179,0.9894179894179894,0.9829646580218663,0.9717598097502973,0.9806279225116901,0.9759519038076152,0.9866464339908952,0.9690679690679691,0.9723076923076923,0.9658015267175573,0.970360824742268,0.8676343528598582,0.8220000000000001,0.9899841855561413,0.8297408573504481,0.8730523208135148,0.7858533419857235,0.8028481012658228,0.8486768542676109,0.8649930264993027,0.8838815789473684,0.8963072378138848,0.8565914489311164,0.8688660937066814,0.8660689268702718,0.856751370204285,0.6045611015490533,0.6241892407478062,0.9218934911242603,0.611490329920364,0.5823774765380605,0.9185938945420906,0.6783029001074115,0.535827186512118,0,0.6545703526189661,0.5508599508599509,0.5169620253164557,0.8436724565756824,0.7672219720846465,0.7278641127574991,
Winter_Neville_1,0.9826105174942384,0.9772886911730274,0.9855851453701442,0.9738547968885047,0.9733580018501388,0.9733636175924014,0.9922845314264208,0.995221027479092,0.9933435739887353,0.9919695688926459,0.9865044668314009,0.9738702077532663,0.985654789449329,0.9819444444444444,0.9896171317326411,0.9788639365918098,0.9781588079199837,0.9734609527953013,0.9783393501805054,0.8252383790226461,0.7861016268326974,0.9941158253329204,0.7967987507319929,0.8259625017890369,0.7770547119787901,0.8057436376371703,0.8672815782731232,0.863904080774085,0.8758029978586723,0.8868877663079289,0.8550916721890877,0.8601516427969671,0.861346316680779,0.8392472064301117,0.5760971055088702,0.56160792309933,0.9538971807628525,0.6931070315206096,0.7244962216624685,0.9318975552968568,0.7402856193955496,0.6472523856531753,0.6545703526189661,0,0.583857095600397,0.6138581652569941,0.8168529664660361,0.7770432692307692,0.7019796682718031,
Winter_Neville_2,0.980531439094975,0.9733252500757805,0.9839794937520026,0.9693654266958425,0.9695465824498083,0.9684673042129749,0.9926301243666513,0.9955522609340252,0.9938612645794966,0.9914825658770295,0.9855444159477734,0.9758064516129032,0.9841791044776119,0.9793906810035842,0.9893179950698439,0.9747600426590828,0.9750445632798574,0.9688275862068966,0.9748554913294798,0.8663382594417077,0.8328722913785155,0.9915480427046264,0.8071346375143844,0.8607035810064679,0.7822076762868194,0.7919345412039742,0.8754494932984636,0.9002239363025628,0.9191685912240185,0.9278593913955928,0.8883597883597883,0.9007690399404614,0.8679536679536679,0.8463334890238207,0.5312627707396813,0.5827363896848137,0.9140429785107447,0.6977611940298507,0.6251679355127631,0.9024489795918367,0.6660341555977229,0.5766257389722601,0.5508599508599509,0.583857095600397,0,0.44990548204158787,0.8043313069908815,0.7483792544570502,0.6679284239504473,
Winter_Neville_3,0.9820438341695273,0.9750380517503805,0.9861647361647362,0.970895112575508,0.9708078750848608,0.9699092088197147,0.993992606284658,0.9962779156327544,0.9950749025241125,0.990085744908896,0.9869005847953216,0.9709475970676079,0.9859112709832134,0.9811037792441512,0.9909265878471267,0.9767774205073241,0.9764886276514183,0.9706533776301218,0.9764944863609982,0.8474803281433115,0.813969896519285,0.9914721723518851,0.7834590009425071,0.8540970564836914,0.7532904805632078,0.7697368421052632,0.8347529812606473,0.879837067209776,0.8946274859008608,0.8921274856987197,0.839300582847627,0.8660668380462725,0.8554248366013072,0.839622641509434,0.5441955193482688,0.5358869468203793,0.9235,0.6647398843930636,0.6117432862994994,0.9132736156351792,0.6492501209482342,0.5501165501165501,0.5169620253164557,0.6138581652569941,0.44990548204158787,0,0.739621120515921,0.7045166737019839,0.6743545611015491,
Winter_Sharpsburg_1,0.9883120413155749,0.9950279676817899,0.9892833221701273,0.9896590273896031,0.9876175189176795,0.9923864531373063,0.9961950059453032,0.9974372116863147,0.9966301600673968,0.9955801104972376,0.9952130205840115,0.9855755894590846,0.9950525664811379,0.9907235621521335,0.9923076923076923,0.9941068139963167,0.9948078920041536,0.9872881355932204,0.9952634695085849,0.9158503292114983,0.9132359451084551,0.9952471482889734,0.8893795539854272,0.9225727785398568,0.8813174332765474,0.8273932253313696,0.9365901002911678,0.9385572139303483,0.9388297872340425,0.9576046634870164,0.9265641569459173,0.9457861015278463,0.9379534650988242,0.9293222992619101,0.8101659751037344,0.7950585999366487,0.9334741288278775,0.843558282208589,0.8223657650383529,0.9203916560238399,0.7813932172318974,0.7616472545757071,0.8436724565756824,0.8168529664660361,0.8043313069908815,0.739621120515921,0,0.6065495965828192,0.6290560471976401,
Winter_Sharpsburg_2,0.9841973939561963,0.9804173354735153,0.9866484080794249,0.9808022922636103,0.9786685419596812,0.9825033647375505,0.9949299855142443,0.9973985431841832,0.9959462342649883,0.992112676056338,0.9885169802101148,0.9763936291240045,0.9889135254988913,0.9825452237384957,0.9918864097363083,0.9875,0.9834754797441365,0.9782734646581692,0.981062919975565,0.9108218063466232,0.8886852954649564,0.990672557682867,0.8990256864481843,0.9208865630290903,0.872822299651568,0.8658571841572709,0.875304771856496,0.9073208722741433,0.9228658536585366,0.9337001375515819,0.9062756919704028,0.9283900457084815,0.9024901703800786,0.9118729866543949,0.7136882129277566,0.7685733070348455,0.8845935190449119,0.7796690307328605,0.7808102345415778,0.9059602649006623,0.737378640776699,0.6695533272561531,0.7672219720846465,0.7770432692307692,0.7483792544570502,0.7045166737019839,0.6065495965828192,0,0.6083650190114068,
Winter_Sharpsburg_3,0.9823758297093156,0.9764675459012154,0.9856329628625644,0.9727746212121212,0.9724055188962207,0.9752920035938903,0.9928716904276986,0.9939236111111112,0.9939505041246562,0.9893370421882244,0.9866172534486308,0.972801875732708,0.9857069933639612,0.9816138917262512,0.9900450343683337,0.9781129843241645,0.9775305895439377,0.9774560987185572,0.977656405163853,0.8681102362204725,0.8478527607361963,0.9932600212841434,0.8524132429198245,0.867296511627907,0.8342914271432142,0.8076533198175367,0.8919889502762431,0.8834451901565996,0.8986727922409392,0.9169960474308301,0.8879310344827587,0.8872080088987764,0.8836216580543698,0.8771393643031785,0.7008733624454149,0.7070245573957739,0.9272869429241595,0.7544444444444445,0.7732479784366577,0.9258649093904449,0.7258003766478343,0.6487769258853596,0.7278641127574991,0.7019796682718031,0.6679284239504473,0.6743545611015491,0.6290560471976401,0.6083650190114068,0,
